hp_diff,attack_diff,defense_diff,sp_atk_diff,sp_def_diff,speed_diff,speed_advantage,base_stat_total_diff,p1_type_advantage,p2_type_advantage,type_advantage_diff,p1_effective_power,p2_effective_power,effective_power_diff,effective_power_ratio,p1_best_move_multiplier,p2_best_move_multiplier,best_move_multiplier_diff,p1_ttk_estimate,p2_ttk_estimate,ttk_diff,label
150,30,0,50,0,10,1,240,2.0,1.0,1.0,289.6,111.60000000000001,178.0,2.5949820788530467,4.0,2.0,2.0,0.34530386740331487,3.584229390681003,3.2389255232776883,1
-10,-25,-10,50,45,25,1,75,1.0,1.0,0.0,127.2,30.65714285714286,96.54285714285714,4.149114631873252,2.0,1.0,1.0,1.10062893081761,3.9142590866728795,2.8136301558552694,1
20,80,15,0,-45,27,1,97,4.0,1.0,3.0,497.76,31.784615384615385,465.9753846153846,15.660406582768635,4.0,1.0,3.0,0.22099003535840567,4.719264278799613,4.498274243441207,1
-8,35,44,0,-21,-80,-1,-30,1.0,0.5,0.5,93.88524590163934,46.0,47.88524590163934,2.040983606557377,1.0,1.0,0.0,1.6616029334730227,3.0434782608695654,1.3818753273965427,1
-5,-9,12,10,37,63,1,108,1.0,2.0,-1.0,48.489230769230765,60.85714285714286,-12.367912087912096,0.7967713976164679,1.0,2.0,-1.0,3.7121644774414624,2.793427230046948,-0.9187372473945143,0
-5,-70,-25,-33,-5,3,1,-135,1.0,2.0,-1.0,20.599999999999998,277.5428571428571,-256.94285714285706,0.07422277125797819,1.0,2.0,-1.0,5.825242718446603,0.39633518632900977,-5.428907532117593,0
25,27,35,45,45,53,1,230,1.0,1.0,0.0,103.32,40.793684210526315,62.52631578947368,2.5327450069670228,1.0,1.0,0.0,0.9678668215253582,3.67703978944109,2.7091729679157317,1
65,54,60,15,60,-17,-1,237,1.0,1.0,0.0,168.94285714285715,34.124210526315785,134.81864661654137,4.95082097247561,1.0,1.0,0.0,0.35514967021816335,5.567894379665619,5.212744709447455,1
68,7,37,59,47,-19,-1,199,1.0,1.0,0.0,120.7,32.8164705882353,87.8835294117647,3.6780311178031115,1.0,1.0,0.0,0.7953603976801988,7.06962070696207,6.274260309281871,1
-29,-21,-60,-23,-65,-28,-1,-226,2.0,0.5,1.5,68.35428571428571,153.6,-85.24571428571429,0.44501488095238095,2.0,2.0,0.0,2.3114863735161344,0.6510416666666667,-1.6604447068494677,0
-20,-25,40,-25,-33,-67,-1,-130,1.0,0.0,1.0,73.39999999999999,29.54054054054054,43.85945945945945,2.4847209515096065,1.0,0.5,0.5,1.7711171662125342,3.0466605672461116,1.2755434010335773,1
9,28,25,40,55,43,1,200,1.0,1.0,0.0,140.28,26.099999999999998,114.18,5.374712643678161,1.0,1.0,0.0,0.71285999429712,4.521072796934866,3.8082128026377458,1
4,-14,15,-9,40,-21,-1,15,1.0,1.0,0.0,74.28,50.519999999999996,23.760000000000005,1.470308788598575,1.0,1.0,0.0,1.8578352180936994,2.889944576405384,1.0321093583116847,1
27,20,53,5,53,62,1,220,2.0,0.5,1.5,123.33333333333334,37.91836734693877,85.41496598639458,3.252601363473269,2.0,1.0,1.0,0.7297297297297297,3.7976318622174383,3.0679021324877085,1
10,108,55,23,20,46,1,262,1.0,1.0,0.0,91.0,13.10086956521739,77.8991304347826,6.946103809903094,1.0,1.0,0.0,0.989010989010989,8.39638922076198,7.407378231750991,1
-34,-59,-35,-5,-35,-5,-1,-173,2.0,1.0,1.0,72.0,148.4933333333333,-76.49333333333331,0.48487025231211284,2.0,1.0,1.0,2.4722222222222223,0.7407739965879502,-1.731448225634272,0
-20,-22,-80,-88,-15,-25,-1,-250,0.5,1.0,-0.5,22.036923076923078,180.0,-157.96307692307693,0.12242735042735044,1.0,2.0,-1.0,8.168109466629433,0.7777777777777778,-7.3903316888516555,0
15,50,45,100,80,50,1,340,2.0,0.5,1.5,534.0,20.761904761904763,513.2380952380952,25.720183486238533,2.0,2.0,0.0,0.16853932584269662,5.779816513761467,5.611277187918771,1
-5,35,-5,-25,-20,22,1,2,1.0,1.0,0.0,67.98461538461538,55.800000000000004,12.184615384615377,1.2183622828784118,1.0,1.0,0.0,2.3534736365693596,2.6881720430107525,0.3346984064413929,1
-5,-25,-90,-30,-95,-65,-1,-310,1.0,1.0,0.0,24.599999999999998,161.39999999999998,-136.79999999999998,0.15241635687732344,1.0,1.0,0.0,9.756097560975611,1.425030978934325,-8.331066582041286,0
-210,60,53,-45,-90,-8,-1,-240,1.0,0.5,0.5,372.6,30.333333333333336,342.2666666666667,12.283516483516483,1.0,0.5,0.5,1.3687600644122382,2.9670329670329667,1.5982729026207285,1
-30,-55,0,-50,-35,20,1,-150,2.0,0.25,1.75,64.66666666666667,53.2,11.466666666666669,1.2155388471177946,2.0,1.0,1.0,2.1649484536082473,1.5037593984962405,-0.6611890551120068,0
-12,-40,-15,22,2,-22,-1,-65,4.0,0.5,3.5,229.41176470588235,167.92,61.49176470588236,1.3661967883866268,4.0,2.0,2.0,0.7846153846153846,0.9290138161029062,0.14439843148752163,0
40,25,45,85,60,5,1,260,0.0,1.0,-1.0,136.93333333333334,68.11764705882352,68.81568627450982,2.010247553252735,1.0,2.0,-1.0,0.7302823758519961,2.642487046632125,1.9122046707801288,1
-28,-56,-25,-21,20,-50,-1,-160,2.0,0.5,1.5,69.36,55.504,13.856000000000002,1.2496396656096858,2.0,1.0,1.0,2.104959630911188,1.6215047564139522,-0.483454874497236,0
10,70,20,-40,35,40,1,135,1.0,1.0,0.0,123.0,47.46315789473684,75.53684210526316,2.5914836992681307,1.0,1.0,0.0,1.1382113821138211,3.371035706365048,2.2328243242512267,1
20,-30,35,-5,5,-15,-1,10,0.5,0.5,0.0,73.39999999999999,36.150000000000006,37.249999999999986,2.03042876901798,1.0,0.5,0.5,2.043596730245232,5.255878284923927,3.2122815546786954,1
-2,30,-10,-25,-15,42,1,20,1.0,0.5,0.5,82.22222222222223,121.33333333333334,-39.111111111111114,0.6776556776556777,2.0,2.0,0.0,2.189189189189189,1.4505494505494505,-0.7386397386397385,0
-27,-52,-6,-32,21,-14,-1,-110,0.5,0.5,0.0,39.57303370786517,42.64,-3.066966292134829,0.9280730231675697,1.0,1.0,0.0,4.9023282226007945,3.2833020637898684,-1.619026158810926,0
25,60,60,-5,25,50,1,215,1.0,0.0,1.0,132.72,32.50666666666666,100.21333333333334,4.082854799015587,2.0,1.0,1.0,0.6781193490054249,4.306808859721084,3.6286895107156587,1
48,30,-60,25,-20,22,1,45,2.0,2.0,0.0,88.13333333333334,98.5142857142857,-10.380952380952365,0.8946249033255995,2.0,4.0,-2.0,0.680786686838124,1.5835266821345708,0.9027399952964468,1
-5,-24,-15,5,-35,-46,-1,-120,2.0,1.0,1.0,62.32,85.6,-23.279999999999994,0.7280373831775702,2.0,1.0,1.0,1.7650834403080873,1.1682242990654206,-0.5968591412426667,0
4,-3,-25,-15,-35,23,1,-51,1.0,1.0,0.0,45.24,89.4857142857143,-44.24571428571429,0.5055555555555555,1.0,2.0,-1.0,3.4924845269672855,1.8550446998722858,-1.6374398270949997,0
-4,25,-5,-13,-15,-1,-1,-13,2.0,0.5,1.5,217.20000000000002,139.3846153846154,77.81538461538463,1.5582781456953643,2.0,2.0,0.0,0.72744014732965,1.076158940397351,0.34871879306770104,1
42,55,28,85,28,33,1,271,1.0,1.0,0.0,109.45161290322581,35.28888888888889,74.16272401433692,3.1015885268546355,1.0,2.0,-1.0,0.9136457412319481,5.214105793450881,4.3004600522189325,1
-50,-50,-40,-115,-35,15,1,-275,1.0,0.5,0.5,10.8,174.60000000000002,-163.8,0.06185567010309278,1.0,1.0,0.0,12.962962962962962,0.22909507445589916,-12.733867888507064,0
14,-32,85,45,110,-17,-1,205,1.0,0.5,0.5,136.0,6.779999999999999,129.22,20.058997050147493,2.0,0.5,1.5,0.6764705882352942,17.69911504424779,17.022644456012497,1
40,60,85,10,45,-40,-1,200,1.0,0.5,0.5,170.2,29.047826086956523,141.15217391304347,5.859302499625804,1.0,0.5,0.5,0.47003525264394835,5.5081574614578654,5.038122208813917,1
-35,-64,-18,36,34,47,1,0,0.5,0.0,0.5,54.05633802816901,75.39428571428572,-21.337947686116706,0.7169818974480504,1.0,2.0,-1.0,3.5148514851485153,1.5916325602546613,-1.923218924893854,0
-55,-130,-100,-95,-75,-50,-1,-505,0.5,1.0,-0.5,21.6,512.88,-491.28,0.04211511464670099,2.0,2.0,0.0,9.25925925925926,0.1754796443612541,-9.083779614898006,0
15,25,70,60,-25,-17,-1,128,1.0,0.5,0.5,95.4,37.2,58.2,2.564516129032258,1.0,1.0,0.0,1.572327044025157,4.838709677419354,3.2663826333941968,1
15,-45,30,10,15,-105,-1,-80,1.0,2.0,-1.0,84.23076923076923,124.80000000000001,-40.569230769230785,0.6749260355029585,1.0,2.0,-1.0,1.899543378995434,1.5224358974358974,-0.37710748155953655,0
4,-87,48,-22,63,-106,-1,-100,0.5,2.0,-1.5,334.2162162162162,176.20235294117646,158.01386327503974,1.8967749898765043,2.0,2.0,0.0,0.42487465631570437,0.851293966829581,0.42641931051387666,0
-60,-22,-47,-98,-98,-30,-1,-355,1.0,1.0,0.0,40.714285714285715,304.37333333333333,-263.6590476190476,0.13376429948183935,1.0,2.0,-1.0,4.912280701754386,0.2628351147713334,-4.649445586983052,0
-31,-67,3,-102,3,-91,-1,-285,0.5,0.5,0.0,68.5945945945946,183.84,-115.2454054054054,0.3731211629383953,1.0,1.0,0.0,2.070133963750985,0.4351610095735422,-1.6349729541774427,0
-72,-29,-37,-93,-49,27,1,-253,1.0,1.0,0.0,28.344,186.33333333333334,-157.98933333333335,0.1521144901610018,1.0,1.0,0.0,7.761783799040361,0.40787119856887294,-7.353912600471489,0
22,51,69,-31,9,6,1,126,4.0,1.0,3.0,523.104,123.3220338983051,399.78196610169493,4.241772402418912,4.0,2.0,2.0,0.22939988988805285,1.3298515667949422,1.1004516769068893,1
15,58,15,58,5,35,1,186,1.0,0.25,0.75,217.20000000000002,227.89333333333332,-10.6933333333333,0.9530774631406508,2.0,4.0,-2.0,0.8287292817679557,0.9214837350807396,0.09275445331278387,1
-64,1,121,-77,11,-82,-1,-90,2.0,0.5,1.5,159.70666666666668,94.74881516587679,64.95785150078989,1.685579565159397,2.0,4.0,-2.0,1.5653698447153113,1.2876150460184073,-0.277754798696904,0
10,-30,-50,40,-50,15,1,-65,1.0,1.0,0.0,46.48235294117647,153.85714285714286,-107.37478991596639,0.3021137145666066,1.0,1.0,0.0,5.163249810174639,1.6898792943361187,-3.4733705158385204,0
25,5,25,-5,60,62,1,172,1.0,1.0,0.0,156.53333333333333,69.0,87.53333333333333,2.2685990338164252,2.0,1.0,1.0,0.6388415672913118,2.1739130434782608,1.5350714761869488,1
16,25,0,45,75,-31,-1,130,1.0,1.0,0.0,80.44000000000001,59.57142857142857,20.868571428571443,1.3503117505995206,1.0,1.0,0.0,1.8398806563898555,3.02158273381295,1.1817020774230944,1
3,-28,-27,-28,-27,2,1,-105,1.0,1.0,0.0,38.462686567164184,99.35999999999999,-60.8973134328358,0.3871043334054367,1.0,1.0,0.0,3.4838960031043844,1.4090177133655397,-2.0748782897388445,0
13,-28,-28,-81,-48,27,1,-145,2.0,2.0,0.0,74.9178947368421,267.12,-192.2021052631579,0.28046531422896864,2.0,2.0,0.0,1.5216658236385097,0.5241090146750524,-0.9975568089634572,0
56,41,42,41,52,-17,-1,215,0.5,2.0,-1.5,80.76,49.546391752577314,31.21360824742269,1.6299875156054935,1.0,2.0,-1.0,0.7429420505200593,3.4714939658759887,2.7285519153559292,1
30,29,16,52,28,40,1,195,0.5,1.0,-0.5,49.730769230769226,38.87692307692307,10.853846153846156,1.2791848041155522,0.5,1.0,-0.5,2.0108275328692966,4.115552037989712,2.1047245051204153,1
-34,-3,-7,19,-1,37,1,11,1.0,1.0,0.0,80.90163934426229,84.84,-3.9383606557377107,0.9535789644538224,1.0,1.0,0.0,2.5463019250253294,1.6265912305516266,-0.9197106944737028,0
22,20,110,10,95,-10,-1,247,1.0,0.5,0.5,171.94285714285715,12.939999999999998,159.00285714285715,13.287701479355269,2.0,0.5,1.5,0.4420073113991359,9.273570324574964,8.831563013175828,1
-10,0,25,25,-5,0,0,35,0.5,0.5,0.0,60.66666666666667,46.0,14.666666666666671,1.318840579710145,1.0,1.0,0.0,2.472527472527472,2.8260869565217392,0.35355948399426707,1
-30,-10,2,15,31,4,1,12,1.0,1.0,0.0,67.53333333333333,44.45454545454545,23.078787878787878,1.5191547375596455,1.0,1.0,0.0,2.813425468904245,2.9243353783231085,0.1109099094188637,1
36,-15,15,-23,-3,-15,-1,-5,1.0,1.0,0.0,84.23076923076923,78.9,5.330769230769221,1.0675636150921322,1.0,1.0,0.0,1.519634703196347,2.5348542458808616,1.0152195426845145,1
-20,-90,-90,-80,-60,-10,-1,-350,1.0,1.0,0.0,17.40952380952381,337.8857142857143,-320.4761904761905,0.05152488866339704,2.0,2.0,0.0,8.61597374179431,0.32555386436664974,-8.29041987742766,0
65,20,50,-35,45,0,0,145,0.0,0.0,0.0,73.39999999999999,83.2,-9.800000000000011,0.8822115384615383,1.0,2.0,-1.0,2.3160762942779294,3.605769230769231,1.2896929364913015,1
40,20,-30,30,-30,35,1,65,0.0,0.0,0.0,25.466666666666665,25.466666666666665,0.0,1.0,1.0,1.0,0.0,1.5706806282722514,4.712041884816754,3.141361256544503,1
29,-20,40,45,15,-49,-1,60,1.0,0.0,1.0,99.8,16.25333333333333,83.54666666666667,6.140278917145202,1.0,0.5,0.5,1.503006012024048,12.797374897456935,11.294368885432887,1
13,100,45,70,15,35,1,278,1.0,1.0,0.0,121.80000000000001,44.400000000000006,77.4,2.743243243243243,1.0,2.0,-1.0,0.8210180623973726,2.8378378378378373,2.0168197754404646,1
5,40,30,29,9,65,1,178,1.0,1.0,0.0,126.20000000000002,29.400000000000002,96.80000000000001,4.292517006802721,1.0,1.0,0.0,0.9508716323296353,4.421768707482993,3.470897075153358,1
-4,15,4,36,-41,25,1,35,0.0,0.5,-0.5,26.558139534883722,30.789473684210527,-4.2313341493268055,0.8625720532697276,1.0,1.0,0.0,3.3134851138353763,2.5982905982905984,-0.7151945155447779,0
-80,-57,34,-40,4,-31,-1,-170,0.5,1.0,-0.5,23.838461538461537,62.733333333333334,-38.8948717948718,0.379996730156135,0.5,1.0,-0.5,10.067763794772508,1.2752391073326248,-8.792524687439883,0
0,-48,22,17,37,-56,-1,-28,0.5,2.0,-1.5,99.38095238095238,109.488,-10.10704761904762,0.9076880788849223,1.0,2.0,-1.0,1.5093435553425971,1.3700131521262604,-0.13933040321633672,0
-48,-62,-77,0,-21,-14,-1,-222,1.0,1.0,0.0,73.46133333333333,75.35555555555555,-1.8942222222222256,0.9748628723090533,2.0,1.0,1.0,2.3958182082183828,1.0616337363609556,-1.3341844718574272,0
13,22,15,52,24,-46,-1,80,0.5,2.0,-1.5,53.764705882352935,61.14666666666666,-7.381960784313726,0.8792745183550961,1.0,2.0,-1.0,2.417943107221007,2.5512429132141303,0.1332998059931234,0
-35,-30,-72,-35,-72,-13,-1,-257,1.0,1.0,0.0,28.252173913043478,151.34883720930233,-123.09666329625885,0.18666924988642739,1.0,2.0,-1.0,7.079101261926747,0.8589428395820529,-6.220158422344694,0
30,68,8,7,28,44,1,185,0.5,0.5,0.0,65.6,45.06666666666667,20.533333333333324,1.4556213017751476,2.0,2.0,0.0,1.829268292682927,3.994082840236686,2.1648145475537595,1
25,15,30,-45,30,-66,-1,-11,1.0,1.0,0.0,92.35384615384615,55.800000000000004,36.553846153846145,1.6550868486352355,1.0,1.0,0.0,1.5159087123105115,3.4050179211469533,1.8891092088364418,1
50,30,45,-30,45,-15,-1,125,2.0,1.0,1.0,270.0,40.27058823529411,229.7294117647059,6.704645048203331,2.0,1.0,1.0,0.5185185185185185,5.95968448729185,5.441165968773332,1
-55,32,-13,-61,-31,-17,-1,-145,0.5,2.0,-1.5,56.62068965517241,184.34666666666666,-127.72597701149425,0.30714246522044925,1.0,2.0,-1.0,4.415347137637028,0.7594387386084189,-3.6559083990286085,0
-20,-25,30,15,50,-29,-1,21,1.0,1.0,0.0,79.80000000000001,47.58095238095238,32.21904761904763,1.6771417133706967,1.0,2.0,-1.0,1.8796992481203005,2.311849479583667,0.4321502314633665,1
0,-20,-40,-20,-10,-30,-1,-120,1.0,0.5,0.5,36.599999999999994,114.46666666666667,-77.86666666666667,0.31974373907979026,1.0,1.0,0.0,3.5519125683060113,1.135701805474665,-2.416210762831346,0
-44,-45,-45,55,40,39,1,0,2.0,1.0,1.0,217.20000000000002,179.9294117647059,37.27058823529413,1.2071400549234994,2.0,2.0,0.0,1.0589318600368323,0.7891983784490649,-0.26973348158776733,0
24,63,18,-18,22,66,1,175,0.5,0.5,0.0,117.98666666666665,22.475342465753428,95.51132420091322,5.249604843461123,1.0,0.5,0.5,0.6949937846084304,5.784116535625037,5.089122751016607,1
60,-32,-62,-9,6,7,1,-30,1.0,1.0,0.0,60.32571428571429,84.93103448275862,-24.60532019704433,0.7102905863929008,1.0,1.0,0.0,2.1549682675002364,2.9435647584246856,0.7885964909244492,1
45,25,40,30,30,-10,-1,160,1.0,1.0,0.0,87.48,36.0,51.480000000000004,2.43,1.0,1.0,0.0,0.8001828989483311,4.444444444444445,3.6442615454961134,1
8,55,-50,-70,-35,25,1,-67,1.0,1.0,0.0,58.199999999999996,117.4,-59.20000000000001,0.49574105621805786,1.0,1.0,0.0,2.2336769759450172,1.2436115843270867,-0.9900653916179305,0
33,-17,55,95,46,21,1,233,0.5,4.0,-3.5,265.48571428571427,180.96,84.52571428571426,1.467096122268536,2.0,4.0,-2.0,0.376668101592768,0.9173297966401415,0.5406616950473735,1
-13,-47,-59,14,-18,-46,-1,-169,1.0,1.0,0.0,118.76266666666666,79.0,39.76266666666666,1.503324894514768,4.0,1.0,3.0,1.263023172265134,1.5696202531645569,0.30659708089942295,0
-9,-26,-15,-4,15,4,1,-35,0.5,2.0,-1.5,55.2,132.72,-77.52,0.4159132007233273,2.0,2.0,0.0,1.7753623188405796,0.6027727546714888,-1.1725895641690909,0
-50,7,-33,-46,-26,8,1,-140,1.0,2.0,-1.0,64.47945205479452,184.34666666666666,-119.86721461187214,0.34977281239039415,1.0,2.0,-1.0,3.4119396643297217,0.6509474902357877,-2.760992174093934,0
-35,-100,-10,25,-30,-75,-1,-225,4.0,0.5,3.5,183.60000000000002,140.28,43.32000000000002,1.3088109495295126,4.0,1.0,3.0,0.8714596949891067,0.6415739948674081,-0.22988570012169862,0
8,10,22,10,42,-3,-1,89,0.5,1.0,-0.5,146.79999999999998,25.0,121.79999999999998,5.871999999999999,2.0,1.0,1.0,0.40871934604904636,3.04,2.6312806539509537,1
-16,5,32,40,37,16,1,114,0.5,2.0,-1.5,60.67241379310345,106.04210526315791,-45.369691470054455,0.572153991497402,0.5,2.0,-1.5,2.6700767263427108,1.2259281318244986,-1.4441485945182122,0
50,65,60,75,75,14,1,339,1.0,1.0,0.0,169.2,19.673684210526314,149.52631578947367,8.60032102728732,1.0,1.0,0.0,0.5319148936170213,9.65757089352595,9.125655999908929,1
14,49,54,31,65,5,1,218,1.0,0.5,0.5,138.77142857142854,45.536,93.23542857142854,3.047510290131512,1.0,2.0,-1.0,0.8791435042207125,3.2940969782150384,2.414953473994326,1
-14,22,-45,-90,-65,2,1,-190,0.0,1.0,-1.0,18.90608695652174,280.56,-261.65391304347827,0.06738696520003472,0.5,2.0,-1.5,8.462882899457272,0.4704875962360992,-7.992395303221173,0
-33,-18,8,29,14,11,1,11,1.0,1.0,0.0,93.14634146341464,63.480000000000004,29.66634146341464,1.4673336714463554,1.0,1.0,0.0,1.3527101335428122,0.9451795841209829,-0.4075305494218293,1
-34,7,23,-43,-2,-57,-1,-106,2.0,2.0,0.0,82.42105263157895,116.94683544303797,-34.525782811459024,0.7047736889958368,2.0,2.0,0.0,1.7956577266922096,0.6840715244404035,-1.111586202251806,0
0,-15,-40,50,25,55,1,75,2.0,1.0,1.0,69.36,69.0,0.35999999999999943,1.0052173913043478,2.0,1.0,1.0,1.7301038062283738,1.7391304347826086,0.009026628554234861,1
35,10,-20,-5,55,-15,-1,60,0.5,0.5,0.0,54.300000000000004,32.50666666666666,21.793333333333344,1.670426579163249,0.5,1.0,-0.5,2.025782688766114,5.53732567678425,3.511542988018136,1
32,-6,-5,-33,-14,-40,-1,-66,2.0,0.5,1.5,111.60000000000001,56.03943661971831,55.5605633802817,1.991454709962803,2.0,1.0,1.0,1.3978494623655913,3.9258067759123354,2.527957313546744,1
-29,-2,28,-17,-25,-79,-1,-124,1.0,0.5,0.5,115.82400000000001,28.37777777777778,87.44622222222223,4.081503523884104,2.0,0.5,1.5,1.4332090067688905,3.805794831636648,2.3725858248677576,1
7,20,-15,20,-10,-21,-1,1,0.5,1.0,-0.5,94.5142857142857,146.79999999999998,-52.28571428571428,0.6438302841572596,2.0,2.0,0.0,1.756348246674728,1.226158038147139,-0.5301902085275889,0
-90,-80,-50,-55,-25,-70,-1,-370,1.0,1.0,0.0,35.49230769230769,171.96,-136.46769230769232,0.20639862579848622,1.0,1.0,0.0,8.45253576072822,0.6978367062107467,-7.754699054517473,0
45,-5,-13,28,37,85,1,177,2.0,1.0,1.0,229.87199999999999,58.0,171.87199999999999,3.963310344827586,2.0,1.0,1.0,0.47852718034384356,3.4482758620689653,2.9697486817251217,1
87,93,34,112,82,67,1,475,1.0,1.0,0.0,292.344,14.865168539325845,277.47883146067414,19.666376417233558,1.0,1.0,0.0,0.3420627753605342,18.432350718065003,18.090287942704467,1
-35,-45,175,-125,95,-130,-1,-65,0.25,1.0,-0.75,12.600000000000001,33.99130434782609,-21.391304347826086,0.37068303914044515,1.0,1.0,0.0,8.73015873015873,1.17677155282681,-7.55338717733192,0
29,-71,-39,8,-7,-25,-1,-105,1.0,0.5,0.5,63.42666666666667,63.433734939759034,-0.007068273092365018,0.9998885723330169,1.0,1.0,0.0,2.522598276224511,3.4366571699905033,0.9140588937659921,1
-8,-40,10,-45,-37,-85,-1,-205,1.0,0.5,0.5,47.676923076923075,82.45714285714286,-34.78021978021978,0.5782024628178474,1.0,1.0,0.0,2.642787996127783,1.334026334026334,-1.308761662101449,0
20,25,38,90,18,15,1,206,1.0,0.0,1.0,99.58536585365854,23.12,76.46536585365854,4.307325512701494,1.0,1.0,0.0,1.6066617683076168,8.650519031141869,7.043857262834252,1
6,20,-5,0,-14,-11,-1,-4,1.0,1.0,0.0,58.23692307692308,55.800000000000004,2.4369230769230725,1.0436724565756823,1.0,1.0,0.0,1.5110688434511543,1.7921146953405016,0.2810458518893473,0
15,23,36,1,48,41,1,164,1.0,1.0,0.0,86.6,32.15,54.449999999999996,2.6936236391912907,1.0,1.0,0.0,1.1547344110854505,4.043545878693624,2.888811467608173,1
-35,25,10,-5,10,-10,-1,-5,1.0,1.0,0.0,82.19999999999999,75.6,6.599999999999994,1.0873015873015872,1.0,1.0,0.0,2.9197080291970807,2.248677248677249,-0.6710307805198319,0
25,0,5,60,30,-10,-1,110,1.0,1.0,0.0,78.42857142857143,55.800000000000004,22.628571428571426,1.4055299539170507,1.0,1.0,0.0,1.9125683060109289,3.584229390681003,1.6716610846700743,1
50,85,25,25,25,-13,-1,197,2.0,1.0,1.0,140.39999999999998,32.7,107.69999999999997,4.293577981651375,2.0,1.0,1.0,0.6410256410256411,5.810397553516819,5.169371912491178,1
30,25,-25,20,45,80,1,175,2.0,1.0,1.0,209.65714285714284,74.4,135.25714285714284,2.817972350230414,2.0,2.0,0.0,0.6677568819841919,2.6881720430107525,2.020415161026561,1
-19,57,-30,-85,-30,-8,-1,-115,1.0,0.5,0.5,43.184,180.0,-136.816,0.2399111111111111,1.0,2.0,-1.0,3.9366432011856247,0.7333333333333333,-3.2033098678522913,0
-40,-70,5,-35,-30,40,1,-130,1.0,1.0,0.0,18.84,79.80000000000001,-60.96000000000001,0.23609022556390974,1.0,1.0,0.0,6.369426751592357,0.5012531328320802,-5.868173618760277,0
-7,30,-15,-3,19,26,1,50,0.5,1.0,-0.5,39.214285714285715,89.12,-49.90571428571429,0.440016670941267,0.5,2.0,-1.5,4.437158469945355,1.7953321364452424,-2.6418263335001124,0
-23,13,45,-8,-18,-49,-1,-40,1.0,0.5,0.5,79.80000000000001,21.454054054054055,58.34594594594596,3.71957671957672,1.0,0.5,0.5,1.7042606516290724,4.195011337868481,2.4907506862394087,1
6,12,17,-11,7,-20,-1,11,1.0,1.0,0.0,110.66666666666666,67.416,43.25066666666666,1.641548989359598,2.0,1.0,1.0,0.7951807228915664,1.4833274000237333,0.6881466771321669,1
-18,11,25,-14,15,-102,-1,-83,2.0,1.0,1.0,190.448,132.72,57.72800000000001,1.4349608197709465,2.0,2.0,0.0,0.9241367722422918,1.0548523206751055,0.13071554843281363,1
-173,-26,17,-62,17,5,1,-222,0.5,0.25,0.25,155.43396226415095,76.16571428571429,79.26824797843666,2.040733993264792,2.0,1.0,1.0,2.8693857732459334,1.3129267011778827,-1.5564590720680507,0
-16,-27,-18,23,5,11,1,-22,1.0,0.5,0.5,107.53846153846155,65.01333333333332,42.525128205128226,1.6540985675522186,2.0,2.0,0.0,1.3204577968526465,1.6919606234618543,0.37150282660920775,1
45,85,50,25,15,35,1,255,1.0,1.0,0.0,161.6,29.400000000000002,132.2,5.496598639455781,4.0,1.0,3.0,0.43316831683168316,5.442176870748299,5.009008553916616,1
-10,15,12,0,-5,25,1,37,1.0,1.0,0.0,69.0,55.800000000000004,13.199999999999996,1.2365591397849462,1.0,1.0,0.0,2.028985507246377,2.150537634408602,0.12155212716222508,1
-29,-27,-2,-30,-51,-31,-1,-170,0.5,0.5,0.0,30.551111111111112,45.99438202247191,-15.443270911360798,0.6642357124438473,1.0,0.5,0.5,6.546406750072737,3.087333577623061,-3.4590731724496764,0
1,-5,-5,35,23,37,1,86,2.0,0.5,1.5,189.33333333333334,54.537313432835816,134.79601990049753,3.4716292647327136,2.0,1.0,1.0,0.7816901408450704,2.750410509031199,1.9687203681861285,1
-75,-96,-76,12,22,-72,-1,-285,2.0,0.5,1.5,135.50943396226415,85.84,49.66943396226415,1.5786280750496755,2.0,1.0,1.0,1.6972988025619604,0.9319664492078285,-0.765332353354132,0
35,-30,-30,20,40,25,1,60,0.5,1.0,-0.5,105.68888888888888,62.01176470588236,43.677124183006526,1.7043360947743416,2.0,1.0,1.0,1.0407905803195963,2.902675014228799,1.8618844339092027,1
-15,25,-40,20,-5,-5,-1,-20,0.5,1.0,-0.5,39.54666666666667,96.51428571428573,-56.96761904761907,0.4097493585948292,1.0,2.0,-1.0,3.54012137559002,1.1397276494967434,-2.4003937260932764,0
-31,5,8,-30,-49,-78,-1,-175,1.0,0.25,0.75,72.66666666666666,83.2,-10.533333333333346,0.8733974358974358,1.0,2.0,-1.0,2.504587155963303,1.4423076923076923,-1.0622794636556108,0
1,41,4,26,-26,-21,-1,25,2.0,0.25,1.75,122.65116279069767,169.92,-47.26883720930232,0.7218171068190776,2.0,4.0,-2.0,1.12514220705347,0.8239171374764596,-0.30122506957701045,0
14,-11,-19,3,3,15,1,5,2.0,1.0,1.0,141.96,66.6144578313253,75.34554216867471,2.1310689093868693,2.0,1.0,1.0,1.3384051845590306,3.272562850425032,1.9341576658660014,1
10,50,50,10,10,-25,-1,105,1.0,0.5,0.5,119.16,19.099999999999998,100.06,6.238743455497382,1.0,0.5,0.5,1.0070493454179255,7.329842931937174,6.322793586519248,1
-15,2,-20,50,-20,13,1,10,1.0,2.0,-1.0,109.6,187.28,-77.68,0.5852199914566424,2.0,2.0,0.0,1.3686131386861315,0.6407518154634771,-0.7278613232226544,0
